Location,Fuel Type,bt,km,Transmission,ownerNo,oem,model,modelYear,Displacement,Insurance Validity,No of Cylinder,Color,Values per Cylinder,Engine Type,Seats,Mileage_num,Torque_num,price_num,Power_num,Location_encode,Fuel Type_encode,bt_encode,Transmission_encode,oem_encode,model_encode,Insurance Validity_encode,Color_encode,Engine Type_encode
Kolkata,Diesel,Sedan,66452,Automatic,1,Volvo,Volvo S60 Cross Country,2018,2400,Comprehensive,5.0,Silver,4.0,Diesel Engine,5,19.6,440.0,2.9856819377004897,190.0,5,1,8,0,30,269,2,108,209
Kolkata,Diesel,SUV,38706,Automatic,1,Volvo,Volvo XC60,2021,2400,Comprehensive,5.0,White,4.0,Turbo Diesel Engine,5,11.2,440.0,3.8066624897703196,215.0,5,1,7,0,30,274,2,129,362
Kolkata,Petrol,Sedan,80000,Manual,1,Honda,Honda City,2018,1497,Third Party insurance,4.0,Others,4.0,i VTEC Engine,5,17.4,145.0,1.8718021769015913,117.3,5,4,8,1,7,56,5,83,429
Kolkata,Petrol,Sedan,60000,Manual,1,Hyundai,Hyundai Verna,2015,1591,Third Party insurance,4.0,Gray,4.0,VTVT Petrol Engine,5,17.01,154.9,2.0149030205422647,121.3,5,4,8,1,8,78,5,53,410
Kolkata,Petrol,Hatchback,120000,Manual,1,Hyundai,Hyundai i20 Active,2016,1197,Third Party insurance,4.0,Others,4.0,VTVT Petrol Engine,5,17.19,114.73,1.6094379124341003,81.86,5,4,2,1,8,82,5,83,410
Kolkata,Diesel,Sedan,19000,Manual,1,Honda,Honda City,2017,1498,Third Party insurance,4.0,Brown,4.0,i DTEC Diesel Engine ,5,26.0,200.0,2.066862759472976,98.6,5,1,8,1,7,56,5,14,428
Kolkata,Diesel,MUV,260000,Manual,1,Toyota,Toyota Innova,2012,2494,Comprehensive,4.0,Grey,4.0,In-Line Engine,7,12.8,20.4,1.864080130807681,102.0,5,1,4,1,28,251,2,55,249
Kolkata,Petrol,Sedan,71552,Manual,1,Honda,Honda City,2014,1497,Comprehensive,4.0,Brown,4.0,i VTEC Engine,5,17.4,145.0,1.3937663759585917,117.3,5,4,8,1,7,56,2,14,429
Kolkata,Petrol,Hatchback,65039,Manual,2,Hyundai,Hyundai Grand i10,2015,1197,Third Party,4.0,Silver,4.0,Kappa VTVT Petrol Engine,5,18.9,114.0,1.1019400787607843,82.0,5,4,2,1,8,70,4,108,291
Kolkata,Petrol,Hatchback,60000,Manual,2,Hyundai,Hyundai Santro Xing,2007,1086,Third Party insurance,3.0,Gray,4.0,Petrol Engine ,5,17.92,96.1,-0.916290731874155,62.1,5,4,2,1,8,74,5,53,312
Kolkata,Petrol,Hatchback,73578,Manual,1,Renault,Renault KWID,2019,999,Zero Dep,3.0,Red,4.0,Petrol Engine,5,23.01,91.0,1.2781522025001875,67.0,5,4,2,1,25,206,6,105,311
Kolkata,Petrol,Hatchback,27160,Automatic,1,Hyundai,Hyundai Santro,2021,1086,Third Party,4.0,Others,3.0,1.1 L Petrol,5,20.3,99.0,1.631199404215613,68.05,5,4,2,0,8,73,4,83,28
Kolkata,Petrol,Hatchback,36000,Manual,1,Hyundai,Hyundai i20,2017,1197,Comprehensive,4.0,Black,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.4469189829363254,81.83,5,4,2,1,8,81,2,8,291
Kolkata,Petrol,Hatchback,84367,Manual,1,Hyundai,Hyundai Grand i10,2014,1197,Comprehensive,4.0,Silver,4.0,Kappa VTVT Petrol Engine,5,18.9,114.0,1.0188473201992472,82.0,5,4,2,1,8,70,2,108,291
Kolkata,Petrol,MUV,32599,Manual,1,Maruti,Maruti Ertiga,2019,1462,Third Party insurance,4.0,Grey,4.0,K15 Smart Hybrid,7,19.01,138.0,2.0149030205422647,103.26,5,4,4,1,19,144,5,55,271
Kolkata,Petrol,SUV,47530,Manual,1,Renault,Renault Duster,2017,1598,Third Party,4.0,Red,4.0,K4M Petrol Engine,5,13.06,148.0,1.706564623164823,102.53,5,4,7,1,25,204,4,105,280
Kolkata,Petrol,Hatchback,35457,Manual,1,Honda,Honda Brio,2014,1198,Comprehensive,4.0,Silver,4.0,i-VTEC Engine,5,19.4,109.0,0.9321640810304452,86.8,5,4,2,1,7,54,2,108,435
Kolkata,Petrol,SUV,5000,Automatic,0,Mahindra,Mahindra XUV300,2022,1197,Comprehensive,3.0,White,4.0,1.2L Petrol,5,16.5,200.0,2.580216829592325,108.62,5,4,7,0,16,128,2,129,49
Kolkata,Petrol,Hatchback,28000,Automatic,1,Hyundai,Hyundai i10,2011,1197,Comprehensive,4.0,Red,4.0,DOHC Kappa2 Engine,5,16.95,111.8,0.9932517730102834,78.9,5,4,2,0,8,80,2,105,202
Kolkata,Petrol,SUV,33582,Automatic,2,Land Rover,Land Rover Range Rover Velar,2020,1997,Comprehensive,4.0,Black,4.0,TD4 Diesel Engine,5,15.8,365.0,4.3694478524670215,247.0,5,4,7,0,13,106,2,8,344
Kolkata,Petrol,Hatchback,46005,Manual,1,Hyundai,Hyundai i10,2014,1197,Comprehensive,4.0,Off White,4.0,DOHC Kappa2 Engine,5,20.36,111.8,0.9360933591703348,78.9,5,4,2,1,8,80,2,79,202
Kolkata,Diesel,SUV,2565,Automatic,1,MG,MG Gloster,2021,1996,Comprehensive,4.0,Black,4.0,Diesel 2.0 Twin Turbo,6,12.4,480.0,3.5409593240373143,215.01,5,1,7,0,15,110,2,8,208
Kolkata,Petrol,Hatchback,28000,Automatic,1,Maruti,Maruti Swift,2018,1197,Comprehensive,4.0,Red,4.0,VTVT Engine,5,22.0,113.0,1.6770965609079151,81.8,5,4,2,0,19,156,2,105,409
Kolkata,Petrol,Hatchback,32000,Automatic,1,Honda,Honda Jazz,2015,1199,Comprehensive,4.0,White,4.0,i-VTEC Petrol Engine,5,18.2,110.0,1.4816045409242156,88.7,5,4,2,0,7,59,2,129,436
Kolkata,Petrol,Sedan,45000,Manual,1,Maruti,Maruti Swift Dzire,2009,1298,Comprehensive,4.0,Golden,4.0,In-Line Engine,5,17.5,114.0,0.8109302162163288,85.8,5,4,8,1,19,157,2,49,249
Kolkata,Diesel,SUV,78565,Manual,1,Mahindra,Mahindra XUV500,2019,2179,Comprehensive,4.0,White,4.0,mHawk Diesel Engine,7,15.1,360.0,2.5610957881455465,152.87,5,1,7,1,16,129,2,129,455
Kolkata,Petrol,Hatchback,60000,Manual,2,Hyundai,Hyundai EON,2014,814,Third Party insurance,3.0,Others,3.0,Petrol Engine,5,21.1,74.5,0.5877866649021191,55.2,5,4,2,1,8,67,5,83,311
Kolkata,Petrol,Sedan,32844,Manual,1,Honda,Honda City,2017,1497,Comprehensive,4.0,Silver,4.0,i VTEC Engine,5,17.8,145.0,1.7950872593207297,117.3,5,4,8,1,7,56,2,108,429
Kolkata,CNG,Hatchback,5198,Manual,1,Tata,Tata Tiago,2022,1199,Comprehensive,3.0,Black,4.0,1.2 L i-CNG,5,26.49,95.0,2.005525858729668,72.0,5,0,2,1,27,238,2,8,36
Kolkata,Petrol,Hatchback,40000,Manual,1,Hyundai,Hyundai i20,2013,1197,Comprehensive,4.0,Bronze,4.0,Kappa VTVT Petrol Engine,5,18.5,113.7,1.208960345836975,82.85,5,4,2,1,8,81,2,13,291
Kolkata,Petrol,Sedan,19355,Automatic,1,Skoda,Skoda Rapid,2019,1598,Comprehensive,4.0,Others,4.0,Petrol Engine,5,14.84,153.0,2.0149030205422647,103.2,5,4,8,0,26,217,2,83,311
Kolkata,Petrol,Sedan,60000,Manual,1,Maruti,Maruti Swift Dzire,2010,1298,Third Party insurance,4.0,Blue,4.0,In-Line Engine,5,17.5,114.0,0.8754687373538999,85.8,5,4,8,1,19,157,5,9,249
Kolkata,Petrol,Hatchback,31197,Manual,1,Maruti,Maruti Wagon R,2019,998,Third Party,3.0,Silver,4.0,K10B Petrol Engine,5,21.79,90.0,1.556037135706985,67.05,5,4,2,1,19,161,4,108,266
Kolkata,Petrol,Hatchback,6651,Manual,1,Datsun,Datsun RediGO,2021,999,Third Party,3.0,Others,4.0,1.0 L Petrol Engine,5,21.7,91.0,1.2412685890696329,67.05,5,4,2,1,4,34,4,83,11
Kolkata,Petrol,Hatchback,60000,Manual,3,Chevrolet,Chevrolet Spark,2009,995,Third Party insurance,4.0,Others,2.0,In-Line Engine,5,18.0,90.3,-0.35667494393873245,62.0,5,4,2,1,2,28,5,83,249
Kolkata,Petrol,SUV,35000,Manual,1,Honda,Honda BR-V,2018,1497,Comprehensive,4.0,Grey,4.0,i-VTEC Petrol Engine,7,15.4,145.0,2.0082140323914683,117.3,5,4,7,1,7,53,2,55,436
Kolkata,Petrol,Sedan,57000,Manual,1,Honda,Honda City,2013,1497,Comprehensive,4.0,Red,4.0,SOHC i-VTEC,5,16.8,146.0,1.208960345836975,116.4,5,4,8,1,7,56,2,105,332
Kolkata,Petrol,Sedan,50469,Automatic,1,Honda,Honda City,2016,1497,Third Party insurance,4.0,Brown,4.0,i VTEC Engine,5,18.0,145.0,1.7047480922384253,117.3,5,4,8,0,7,56,5,14,429
Kolkata,Petrol,Hatchback,32000,Manual,1,Maruti,Maruti Swift,2018,1197,Comprehensive,4.0,Silver,4.0,VTVT Engine,5,22.0,113.0,1.6563214983329508,81.8,5,4,2,1,19,156,2,108,409
Kolkata,Petrol,Sedan,36000,Automatic,1,Toyota,Toyota Corolla Altis,2016,1798,Comprehensive,4.0,Golden,4.0,2ZR-FE Petrol Engine,5,14.28,173.0,2.1400661634962708,138.03,5,4,8,0,28,244,2,49,145
Kolkata,Petrol,Hatchback,30000,Manual,1,Datsun,Datsun RediGO,2018,799,Third Party insurance,3.0,Others,4.0,0.8L Petrol Engine,5,22.7,72.0,0.7419373447293773,53.64,5,4,2,1,4,34,5,83,7
Kolkata,Diesel,SUV,68042,Automatic,1,Mahindra,Mahindra XUV500,2018,2179,Comprehensive,4.0,Orange,4.0,mHawk Diesel Engine,7,16.0,330.0,2.301584592660462,140.0,5,1,7,0,16,129,2,80,455
Kolkata,Petrol,Hatchback,65000,Manual,2,Hyundai,Hyundai i10,2014,1197,Comprehensive,4.0,White,4.0,DOHC Kappa2 Engine,5,20.36,111.8,0.8329091229351039,78.9,5,4,2,1,8,80,2,129,202
Kolkata,Petrol,Hatchback,24000,Manual,1,Maruti,Maruti Swift,2020,1197,Comprehensive,4.0,Blue,4.0,K Series VVT Engine,5,20.4,113.0,1.7029282555214393,81.8,5,4,2,1,19,156,2,9,262
Kolkata,Diesel,Sedan,82948,Manual,1,Maruti,Maruti Ciaz,2016,1248,Comprehensive,4.0,Silver,4.0,DDIS 200 Engine,5,28.09,200.0,1.6486586255873816,88.5,5,1,8,1,19,142,2,108,186
Kolkata,Petrol,Hatchback,23162,Manual,2,Maruti,Maruti Zen Estilo,2010,998,Comprehensive,3.0,Brown,4.0,K Series Petrol Engine,5,19.0,90.0,0.34358970439007686,67.1,5,4,2,1,19,165,2,14,260
Kolkata,Petrol,Hatchback,45000,Manual,1,Maruti,Maruti Ritz,2010,1197,Comprehensive,4.0,Blue,4.0,K Series Petrol Engine,5,18.5,114.0,0.25464221837358075,85.8,5,4,2,1,19,152,2,9,260
Kolkata,Petrol,SUV,7281,Manual,2,Honda,Honda WR-V,2020,1199,Comprehensive,4.0,Others,4.0,i-VTEC Petrol Engine,5,17.5,110.0,1.8578592709325787,88.7,5,4,7,1,7,62,2,83,436
Kolkata,Petrol,Hatchback,29428,Manual,1,Hyundai,Hyundai i20 Active,2016,1197,Third Party insurance,4.0,White,4.0,VTVT Petrol Engine,5,17.19,114.73,1.5390154481375546,81.86,5,4,2,1,8,82,5,129,410
Kolkata,Petrol,SUV,64000,Manual,1,Hyundai,Hyundai Creta,2018,1591,Comprehensive,4.0,White,4.0,VTVT Petrol Engine,5,15.8,151.0,2.134166441369082,121.3,5,4,7,1,8,66,2,129,410
Kolkata,Petrol,Hatchback,62202,Manual,1,Maruti,Maruti Alto 800,2016,796,Comprehensive,3.0,Others,4.0,F8D Petrol Engine,5,22.05,69.0,0.7654678421395714,47.33,5,4,2,1,19,135,2,83,222
Kolkata,Petrol,Sedan,47000,Manual,1,Honda,Honda City,2018,1497,Third Party insurance,4.0,White,4.0,i VTEC Engine,5,17.4,145.0,1.9810014688665833,117.6,5,4,8,1,7,56,5,129,429
Kolkata,CNG,Sedan,13145,Manual,1,Tata,Tata Tigor,2022,1199,Comprehensive,3.0,Red,4.0,1.2L Revotron Engine,5,26.49,95.0,2.0438143640366846,72.4,5,0,8,1,27,240,2,105,52
Kolkata,Petrol,Hatchback,119490,Manual,1,Hyundai,Hyundai EON,2017,814,Third Party,3.0,Blue,3.0,Petrol Engine,5,21.1,74.5,0.9360933591703348,55.2,5,4,2,1,8,67,4,9,311
Kolkata,Diesel,SUV,8000,Manual,1,Mahindra,Mahindra XUV500,2021,2179,Comprehensive,4.0,White,4.0,mHawk155 Diesel Engine,7,15.1,360.0,2.817801065061329,152.87,5,1,7,1,16,129,2,129,456
Kolkata,Diesel,Sedan,45000,Manual,1,Honda,Honda City,2015,1498,Third Party insurance,4.0,Brown,4.0,i DTEC Diesel Engine ,5,25.1,200.0,1.6582280766035324,98.6,5,1,8,1,7,56,5,14,428
Kolkata,Petrol,Hatchback,46422,Manual,1,Maruti,Maruti Wagon R Stingray,2016,998,Comprehensive,3.0,Grey,4.0,K 10B Petrol Engine,5,20.51,90.0,1.0818051703517284,67.04,5,4,2,1,19,162,2,55,257
Kolkata,Petrol,Hatchback,64000,Manual,3,Hyundai,Hyundai i10,2014,1197,Comprehensive,4.0,Others,4.0,DOHC Kappa2 Engine,5,20.36,111.8,0.8544153281560676,78.9,5,4,2,1,8,80,2,83,202
Kolkata,Diesel,Sedan,52000,Manual,1,Volkswagen,Volkswagen Ameo,2020,1498,Comprehensive,4.0,Brown,4.0,TDI Diesel Engine,5,21.66,250.0,1.599387576580599,108.62,5,1,8,1,29,256,2,14,346
Kolkata,Petrol,Sedan,25000,Manual,1,Honda,Honda City,2019,1497,Comprehensive,4.0,Brown,4.0,SOHC i-VTEC,5,16.8,146.0,1.9242486522741338,116.3,5,4,8,1,7,56,2,14,332
Kolkata,Petrol,Hatchback,15000,Manual,2,Hyundai,Hyundai EON,2013,814,Third Party,3.0,Blue,3.0,Petrol Engine,5,21.1,74.5,0.62057648772511,55.2,5,4,2,1,8,67,4,9,311
Kolkata,Petrol,SUV,45000,Manual,1,Kia,Kia Seltos,2020,1353,Comprehensive,4.0,Golden,4.0,Smartstream G1.4,5,16.5,242.0,2.5376572151735295,138.08,5,4,7,1,12,97,2,49,338
Kolkata,Petrol,SUV,65000,Automatic,1,Hyundai,Hyundai Creta,2018,1591,Comprehensive,4.0,White,4.0,VTVT Petrol Engine,5,14.8,151.0,2.191653532286764,121.3,5,4,7,0,8,66,2,129,410
Kolkata,Diesel,SUV,65000,Manual,1,Jeep,Jeep Compass,2018,1956,Third Party,4.0,Black,4.0,2.0-Litre 4-Cyl Multijet II Engine,5,17.1,350.0,2.2512917986064953,170.0,5,1,7,1,11,92,4,8,112
Kolkata,Petrol,Sedan,21628,Manual,1,Honda,Honda City,2019,1497,Comprehensive,4.0,Silver,4.0,i VTEC Engine,5,17.4,145.0,1.9837562915454279,117.6,5,4,8,1,7,56,2,108,429
Kolkata,Petrol,Hatchback,8347,Manual,1,Maruti,Maruti Swift,2016,1197,Third Party,4.0,Silver,4.0,K Series Dual jet,5,22.38,113.0,1.451613827240533,88.5,5,4,2,1,19,156,4,108,258
Kolkata,Diesel,SUV,72057,Manual,2,Mahindra,Mahindra Scorpio,2016,2179,Comprehensive,4.0,Blue,4.0,mHawk Diesel Engine,7,15.4,280.0,2.169053700369523,120.0,5,1,7,1,16,122,2,9,455
Kolkata,Petrol,Hatchback,52549,Manual,1,Hyundai,Hyundai Grand i10,2017,1197,Third Party insurance,4.0,Silver,4.0,Kappa VTVT Petrol Engine,5,18.9,113.75,1.2499017362143359,81.86,5,4,2,1,8,70,5,108,291
Kolkata,Petrol,Sedan,44540,Automatic,2,Honda,Honda City,2014,1497,Third Party,4.0,Others,4.0,i VTEC Engine,5,18.0,145.0,1.5040773967762742,117.3,5,4,8,0,7,56,4,83,429
Kolkata,Petrol,Hatchback,44000,Manual,2,Maruti,Maruti Swift,2014,1197,Comprehensive,4.0,Silver,4.0,K Series Petrol Engine,5,18.6,114.0,1.1631508098056809,85.8,5,4,2,1,19,156,2,108,260
Kolkata,Diesel,Hatchback,53084,Manual,1,Hyundai,Hyundai Grand i10 Nios,2019,1186,Third Party insurance,3.0,Silver,4.0,1.2 L U2 CRDi Diesel,5,26.2,190.24,1.8656293177945105,73.97,5,1,2,1,8,71,5,108,35
Kolkata,Petrol,MUV,10000,Manual,2,Maruti,Maruti XL6,2021,1462,Third Party insurance,4.0,Others,4.0,K15B Smart Hybrid,6,19.01,138.0,2.2512917986064953,103.2,5,4,4,1,19,163,5,83,276
Kolkata,Petrol,Sedan,34339,Automatic,2,Toyota,Toyota Corolla Altis,2018,1798,Comprehensive,4.0,White,4.0,2ZR-FE Petrol Engine,5,14.28,173.0,2.419478844465545,138.03,5,4,8,0,28,244,2,129,145
Kolkata,Petrol,SUV,15456,Manual,1,Kia,Kia Seltos,2020,1497,Third Party insurance,4.0,Red,4.0,SMARTSTREAM G1.5,5,16.8,144.0,2.3580197998821464,113.43,5,4,7,1,12,97,5,105,329
Kolkata,Petrol,Hatchback,68000,Manual,1,Hyundai,Hyundai Santro,2018,1086,Comprehensive,4.0,Grey,3.0,1.1 litre Petrol Engine,5,20.3,99.0,1.3480731482996928,68.0,5,4,2,1,8,73,2,55,29
Kolkata,Petrol,SUV,10000,Manual,1,Maruti,Maruti SX4 S Cross,2021,1462,Third Party insurance,4.0,Others,4.0,K15B Smart Hybrid,5,18.55,138.0,2.169053700369523,103.25,5,4,7,1,19,155,5,83,276
Kolkata,Diesel,SUV,100000,Manual,1,Mahindra,Mahindra TUV 300,2017,1493,Third Party insurance,3.0,Others,2.0,mHawk 100 Diesel Engine,7,18.49,240.0,1.6486586255873816,100.0,5,1,7,1,16,124,5,83,449
Kolkata,Diesel,SUV,59639,Manual,1,Mahindra,Mahindra TUV 300,2019,1493,Comprehensive,3.0,Red,2.0,mHawk 100 Diesel Engine,7,18.49,240.0,1.9095425048844386,100.0,5,1,7,1,16,124,2,105,449
Kolkata,Petrol,Hatchback,50000,Manual,1,Maruti,Maruti Celerio,2017,998,Third Party insurance,3.0,Others,4.0,K10B Engine,5,23.1,90.0,1.2809338454620642,67.04,5,4,2,1,19,140,5,83,264
Kolkata,Petrol,Sedan,37000,Automatic,1,Audi,Audi A6,2016,1798,Comprehensive,4.0,White,4.0,In Line Petrol Engine,5,15.26,320.0,2.8875901149342877,187.74,5,4,8,0,0,3,2,129,240
Kolkata,Petrol,Sedan,60000,Manual,2,Renault,Renault Scala,2013,1498,Third Party insurance,4.0,White,4.0,XH2 Petrol Engine,5,16.95,134.0,0.8544153281560676,97.6,5,4,8,1,25,210,5,129,419
Kolkata,Petrol,Hatchback,8000,Manual,1,Hyundai,Hyundai i20 N Line,2022,998,Third Party insurance,3.0,Blue,4.0,1.0 Turbo GDI,5,20.0,172.0,2.1972245773362196,118.41,5,4,2,1,8,83,5,9,16
Kolkata,Diesel,MUV,31000,Manual,1,Maruti,Maruti Ertiga,2017,1248,Third Party insurance,4.0,Silver,4.0,D13A SHVS Engine,7,24.52,200.0,2.0794415416798357,88.5,5,1,4,1,19,144,5,108,180
Kolkata,Petrol,Sedan,44890,Manual,1,Honda,Honda Amaze,2016,1198,Comprehensive,4.0,Silver,4.0,i-VTEC Petrol Engine,5,18.0,109.0,1.2725655957915476,86.7,5,4,8,1,7,52,2,108,436
Kolkata,Diesel,SUV,48752,Manual,2,Hyundai,Hyundai Creta,2017,1396,Comprehensive,4.0,Others,4.0,U2 CRDI Engine,5,22.1,219.7,1.824549292051046,88.7,5,1,7,1,8,66,2,83,382
Kolkata,Diesel,SUV,10000,Automatic,1,Tata,Tata New Safari,2022,1956,Third Party insurance,4.0,Others,4.0,Kryotec 2.0 L Turbocharged Engine,6,14.08,350.0,3.1570004211501135,167.67,5,1,7,0,27,232,5,83,292
Kolkata,Petrol,SUV,5151,Manual,1,Mahindra,Mahindra KUV 100,2017,1198,Third Party,3.0,Red,4.0,mFALCON G80 Engine,5,18.15,115.0,1.3137236682850553,82.0,5,4,7,1,16,117,4,105,445
Kolkata,Petrol,Hatchback,28807,Manual,1,Maruti,Maruti Alto 800,2017,796,Zero Dep,3.0,Blue,4.0,F8D Petrol Engine,5,22.05,69.0,1.0116009116784799,47.33,5,4,2,1,19,135,6,9,222
Kolkata,Petrol,Hatchback,30000,Manual,2,Hyundai,Hyundai Santro Xing,2014,1086,Third Party insurance,3.0,Others,4.0,Petrol Engine,5,17.92,96.1,0.7884573603642703,62.1,5,4,2,1,8,74,5,83,311
Kolkata,Petrol,Sedan,20593,Manual,1,Honda,Honda City,2019,1497,Third Party,4.0,Silver,4.0,i VTEC Engine,5,17.4,145.0,2.0320878452963655,117.6,5,4,8,1,7,56,4,108,429
Kolkata,Petrol,Sedan,82879,Manual,2,Honda,Honda Amaze,2015,1198,Third Party,4.0,Others,4.0,i-VTEC Petrol Engine,5,18.0,109.0,0.9555114450274363,86.7,5,4,8,1,7,52,4,83,436
Kolkata,Petrol,Sedan,13407,Manual,1,Honda,Honda City,2022,1498,Comprehensive,4.0,Red,4.0,Water Cooled Inline i-VTEC DOHC with VTC,5,18.6,145.0,2.3174737054877963,119.35,5,4,8,1,7,56,2,105,418
Kolkata,Petrol,Hatchback,100000,Manual,1,Maruti,Maruti Ignis,2019,1197,Third Party insurance,4.0,Others,4.0,1.2-Litre VVT Petrol Engine,5,20.89,113.0,1.410986973710262,81.8,5,4,2,1,19,149,5,83,47
Kolkata,Diesel,MUV,66000,Manual,1,Maruti,Maruti Ertiga,2018,1248,Comprehensive,4.0,Grey,4.0,DDIS 200 Smart Hybrid,7,25.47,200.0,2.0681277817795625,88.5,5,1,4,1,19,144,2,55,187
Kolkata,Diesel,MUV,177000,Manual,1,Toyota,Toyota Innova,2015,2494,Comprehensive,4.0,Silver,4.0,2KD-FTV Diesel Engine,7,12.99,200.0,2.0082140323914683,100.6,5,1,4,1,28,251,2,108,141
Kolkata,Diesel,MUV,21100,Manual,1,Toyota,Toyota Innova Crysta,2021,2393,Third Party insurance,4.0,Black,4.0,2.4L Diesel Engine,7,12.0,343.0,2.917770732084279,148.0,5,1,4,1,28,252,5,8,131
Kolkata,Diesel,MUV,120000,Manual,1,Tata,Tata Sumo Victa,2005,1948,Third Party insurance,4.0,Red,2.0,In-Line Engine,10,12.2,115.0,0.09531017980432493,68.0,5,1,4,1,27,237,5,105,249
Kolkata,Diesel,Sedan,44227,Automatic,1,BMW,BMW 6 Series,2018,2993,Comprehensive,6.0,White,4.0,Diesel Engine,4,17.09,620.0,3.6635616461296463,261.4,5,1,8,0,1,13,2,129,209
Kolkata,Diesel,SUV,70000,Automatic,3,Toyota,Toyota Fortuner,2015,2982,Third Party insurance,4.0,Silver,4.0,D-4D Diesel Engine,7,12.55,360.0,2.6026896854443837,168.5,5,1,7,0,28,248,5,108,178
Kolkata,Petrol,SUV,45000,Manual,1,Honda,Honda WR-V,2019,1199,Third Party,4.0,Green,4.0,i-VTEC Petrol Engine,5,17.5,110.0,1.8718021769015913,88.7,5,4,7,1,7,62,4,54,436
Kolkata,Petrol,SUV,50000,Manual,1,Hyundai,Hyundai Alcazar,2021,1999,Third Party insurance,4.0,Black,4.0,2.0 l petrol MPi engine,6,14.5,191.0,2.772588722239781,156.9,5,4,7,1,8,64,5,8,110
Kolkata,Petrol,Hatchback,77042,Manual,1,Maruti,Maruti Swift,2019,1197,Comprehensive,4.0,Red,4.0,K Series Dual jet,5,22.38,113.0,1.501852701754163,88.5,5,4,2,1,19,156,2,105,258
Kolkata,Petrol,Sedan,42325,Manual,1,Tata,Tata Tigor,2021,1199,Third Party,3.0,Others,4.0,1.2L Revotron Engine,5,19.28,113.0,1.6428726885203377,84.82,5,4,8,1,27,240,4,83,52
Kolkata,Petrol,Hatchback,50000,Manual,1,Volkswagen,Volkswagen Polo,2017,1199,Third Party insurance,3.0,Others,4.0,MPI Petrol Engine,5,16.2,110.0,1.6094379124341003,74.0,5,4,2,1,29,260,5,83,300
Kolkata,Petrol,Hatchback,37196,Manual,1,Maruti,Maruti Swift,2015,1197,Comprehensive,4.0,Others,4.0,K Series Dual jet,5,22.38,113.0,1.3862943611198906,88.5,5,4,2,1,19,156,2,83,258
Kolkata,Diesel,Hatchback,61530,Manual,1,Maruti,Maruti Baleno,2017,1248,Third Party insurance,4.0,Red,4.0,DDiS Diesel Engine,5,27.39,190.0,1.5260563034950492,74.0,5,1,2,1,19,137,5,105,193
Kolkata,Petrol,Hatchback,48000,Manual,1,Hyundai,Hyundai i20 Active,2016,1197,Third Party insurance,4.0,White,4.0,VTVT Petrol Engine,5,17.19,114.73,1.7578579175523736,81.86,5,4,2,1,8,82,5,129,410
Kolkata,Diesel,SUV,74444,Manual,1,Maruti,Maruti Vitara Brezza,2017,1248,Comprehensive,4.0,Others,4.0,DDiS 200 Diesel Engine,5,24.3,200.0,1.860974538249528,88.5,5,1,7,1,19,160,2,83,191
Kolkata,Petrol,Hatchback,120000,Manual,1,Skoda,Skoda Fabia,2011,1198,Third Party insurance,3.0,Others,4.0,In-Line Petrol Engine,5,16.25,110.0,0.6931471805599453,75.0,5,4,2,1,26,212,5,83,251
Kolkata,Petrol,Hatchback,11768,Manual,1,Maruti,Maruti S-Presso,2020,998,Comprehensive,3.0,Others,4.0,K10C,5,21.7,89.0,1.4134230285081433,65.71,5,4,2,1,19,153,2,83,267
Kolkata,Petrol,Hatchback,19715,Manual,2,Renault,Renault KWID,2020,799,Third Party,3.0,Blue,4.0,Petrol Engine,5,22.3,72.0,1.3454723665996355,53.26,5,4,2,1,25,206,4,9,311
Kolkata,Petrol,SUV,54581,Manual,1,Honda,Honda WR-V,2018,1199,Third Party insurance,4.0,Brown,4.0,i-VTEC Petrol Engine,5,17.5,110.0,1.6094379124341003,88.7,5,4,7,1,7,62,5,14,436
Kolkata,Diesel,Sedan,34000,Automatic,1,Audi,Audi A6,2014,1968,Comprehensive,4.0,Grey,4.0,TDI Diesel Engine ,5,17.68,380.0,2.691243082785829,174.33,5,1,8,0,0,3,2,55,347
Kolkata,Petrol,Hatchback,50000,Manual,2,Hyundai,Hyundai i20,2016,1197,Third Party insurance,4.0,Others,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.6094379124341003,81.83,5,4,2,1,8,81,5,83,291
Kolkata,Petrol,Hatchback,40000,Manual,2,Volkswagen,Volkswagen Polo,2014,1198,Third Party insurance,3.0,Others,4.0,MPI Petrol Engine,5,16.47,110.0,1.2809338454620642,74.0,5,4,2,1,29,260,5,83,300
Kolkata,Diesel,SUV,70000,Automatic,4,Toyota,Toyota Fortuner,2015,2982,Third Party insurance,4.0,Silver,4.0,D-4D Diesel Engine,7,12.55,360.0,2.6741486494265287,168.5,5,1,7,0,28,248,5,108,178
Kolkata,Petrol,SUV,19600,Automatic,3,Porsche,Porsche Macan,2016,1984,Third Party insurance,6.0,Blue,4.0, V4 Twin Turbo Engine,5,13.6,370.0,3.7376696182833684,252.0,5,4,7,0,24,201,5,9,4
Kolkata,Diesel,SUV,68000,Automatic,1,BMW,BMW X3,2012,1995,Comprehensive,4.0,Black,4.0,xDrive20d Diesel Engine ,5,16.09,380.0,2.4840729690394228,184.0,5,1,7,0,1,16,2,8,461
Kolkata,Diesel,Sedan,70000,Manual,2,Tata,Tata Manza,2014,1248,Third Party insurance,4.0,Others,4.0,Quadrajet Diesel Engine,5,21.02,200.0,0.7884573603642703,88.76,5,1,8,1,27,230,5,83,314
